de;haeufigkeit;streuung;verdacht;prompt_rang;kapitel_anzahl;kapitel
Elons;2;1.0;ja;1;2;1. Mose 27|1. Mose 35
Herzenskummer;2;0.5;;1;1;1. Mose 27
Phichol;2;0.5;;1;1;1. Mose 27
Eheschließungen;2;1.0;ja;1;2;1. Mose 27|Nehemia 9
Bestimme;2;0.5;;1;1;1. Mose 30
Entlasse;2;0.5;;1;1;1. Mose 30
Warten;2;1.0;ja;1;2;1. Mose 30|Jesaja 8
Pappeln;2;1.0;ja;1;2;1. Mose 30|Hosea 4
Gestreifte;2;0.5;;1;1;1. Mose 30
Schwarzen;2;1.0;ja;1;2;1. Mose 30|Hesekiel 37
Hausgötzen;2;0.5;;1;1;1. Mose 31
Religiosität;2;1.0;ja;1;2;1. Mose 31|Jesaja 66
Sammelt;2;1.0;ja;1;2;1. Mose 31|Hesekiel 39
Marduk;2;1.0;ja;1;2;1. Mose 31|Nehemia 1
Pantheon;2;1.0;ja;1;2;1. Mose 31|1. Samuel 7
Bruderliebe;2;1.0;ja;1;2;1. Mose 34|1. Mose 50
Eskorte;2;1.0;ja;1;2;1. Mose 34|1. Mose 50
Männliche;2;1.0;ja;1;2;1. Mose 34|2. Mose 12
Übertriebene;2;1.0;ja;1;2;1. Mose 34|Sprüche 26
Symbolen;2;1.0;ja;1;2;1. Mose 35|Hesekiel 21
Omar;2;0.5;;1;1;1. Mose 35
Gaetam;2;0.5;;1;1;1. Mose 35
Nachath;2;0.5;;1;1;1. Mose 35
Ezer;2;1.0;ja;1;2;1. Mose 35|1. Mose 37
Huscham;2;0.5;;1;1;1. Mose 37
Baal-Hanan;2;0.5;;1;1;1. Mose 37
Mehetabeel;2;0.5;;1;1;1. Mose 37
Hasses;2;1.0;ja;1;2;1. Mose 37|Hesekiel 24
Ladanum;2;1.0;ja;1;2;1. Mose 37|1. Mose 43
Sklavenhandel;2;1.0;ja;1;2;1. Mose 37|Joel 2
Enaim;2;0.5;;1;1;1. Mose 38
Führt;2;1.0;ja;1;2;1. Mose 38|2. Mose 6
Beschuldigungen;2;1.0;ja;1;2;1. Mose 40|Psalmen 7
Hofbeamten;2;1.0;ja;1;2;1. Mose 40|1. Samuel 9
Weißbrot;2;1.0;ja;1;2;1. Mose 40|Hesekiel 16
Klasse;2;1.0;ja;1;2;1. Mose 40|Jesaja 19
Traumdeuter;2;1.0;ja;1;2;1. Mose 40|1. Mose 41
Häftling;2;0.5;;1;1;1. Mose 41
Erstaunlicherweise;2;1.0;ja;1;2;1. Mose 41|Jeremia 30
Potipheras;2;0.5;;1;1;1. Mose 41
Kandidat;2;1.0;ja;1;2;1. Mose 41|Psalmen 110
Erzeugnissen;2;1.0;ja;1;2;1. Mose 42|Josua 6
Ausländern;2;1.0;ja;1;2;1. Mose 43|5. Mose 23
Ranges;2;1.0;ja;1;2;1. Mose 43|Jesaja 46
Riten;2;1.0;ja;1;2;1. Mose 44|Sacharja 13
Streitet;2;0.5;;1;1;1. Mose 45
Jemuel;2;1.0;ja;1;2;1. Mose 45|2. Mose 6
Ohad;2;1.0;ja;1;2;1. Mose 45|2. Mose 6
Hamul;2;1.0;ja;1;2;1. Mose 45|4. Mose 26
Tola;2;1.0;ja;1;2;1. Mose 45|4. Mose 26
Puwa;2;1.0;ja;1;2;1. Mose 45|4. Mose 26
Schimron;2;1.0;ja;1;2;1. Mose 45|4. Mose 26
Gher;2;1.0;ja;1;2;1. Mose 45|1. Mose 47
Areli;2;1.0;ja;1;2;1. Mose 47|4. Mose 26
Jimna;2;1.0;ja;1;2;1. Mose 47|4. Mose 26
Beria;2;1.0;ja;1;2;1. Mose 47|4. Mose 26
Aschbel;2;1.0;ja;1;2;1. Mose 47|4. Mose 26
Guni;2;1.0;ja;1;2;1. Mose 47|4. Mose 26
Landbesitzer;2;1.0;ja;1;2;1. Mose 47|Hiob 23
Einkommensteuer;2;0.5;;1;1;1. Mose 47
Traubenblut;2;1.0;ja;1;2;1. Mose 48|5. Mose 32
Vavgl;2;1.0;ja;1;2;1. Mose 49|1. Samuel 2
Atad;2;0.5;;1;1;1. Mose 50
Sklaventreiber;2;0.5;;1;1;2. Mose 1
Nordägypten;2;1.0;ja;1;2;2. Mose 1|Jesaja 19
Lesem;2;1.0;ja;1;2;2. Mose 1|Josua 19
Zeichnungen;2;1.0;ja;1;2;2. Mose 1|2. Mose 8
Ressourcen;2;1.0;ja;1;2;2. Mose 3|Psalmen 40
Befreier;2;1.0;ja;1;2;2. Mose 3|2. Mose 4
Bedeutsamerweise;2;1.0;ja;1;2;2. Mose 3|2. Samuel 7
Jehova;2;1.0;ja;1;2;2. Mose 3|Maleachi 1
Zeichens;2;0.5;;1;1;2. Mose 4
Nachbarin;2;1.0;ja;1;2;2. Mose 10|2. Mose 4
Weiß;2;1.5;ja;1;3;2. Mose 4|2. Samuel 19|Hesekiel 16
Dornbusch;2;1.0;ja;1;2;2. Mose 4|3. Mose 9
Gersom;2;1.0;ja;1;2;2. Mose 17|2. Mose 4
Hanoch;2;1.0;ja;1;2;2. Mose 6|4. Mose 25
Zohar;2;0.5;;1;1;2. Mose 6
Libni;2;1.0;ja;1;2;2. Mose 6|4. Mose 2
Machli;2;1.0;ja;1;2;2. Mose 6|4. Mose 3
Jochebed;2;1.0;ja;1;2;2. Mose 6|4. Mose 26
Zauberkundigen;2;1.0;ja;1;2;2. Mose 7|Jesaja 3
Kunststück;2;1.0;ja;1;2;1. Samuel 18|2. Mose 7
Ritualen;2;1.0;ja;1;2;2. Mose 7|3. Mose 11
Begegnungen;2;1.0;ja;1;2;2. Mose 7|5. Mose 1
Hathor;2;1.0;ja;1;2;2. Mose 7|2. Mose 8
Viehseuche;2;0.5;;1;1;2. Mose 8
Heuschreckenplagen;2;0.5;;1;1;2. Mose 10
Geiseln;2;1.0;ja;1;2;2. Mose 10|Nehemia 6
Null;2;1.0;ja;1;2;2. Mose 10|2. Mose 40
Gleich;2;1.0;ja;1;2;2. Mose 12|Hesekiel 22
Nicht-Israeliten;2;1.0;ja;1;2;1. Samuel 31|2. Mose 12
Fünfzehnter;2;0.5;;1;1;2. Mose 12
Vierzehnter;2;0.5;;1;1;2. Mose 12
Suez;2;0.5;;1;1;2. Mose 13
Armes;2;1.0;ja;1;2;2. Mose 15|Jesaja 44
Unglaublicherweise;2;1.0;ja;1;2;2. Mose 16|Jesaja 52
Flechten;2;1.0;ja;1;2;2. Mose 16|3. Mose 20
Erwähle;2;0.5;;1;1;2. Mose 17
Haman;2;1.0;ja;1;2;1. Samuel 14|2. Mose 17
Adlersflügeln;2;0.5;;1;1;2. Mose 19
Qualitäten;2;1.0;ja;1;2;1. Samuel 25|2. Mose 19
Musters;2;1.0;ja;1;2;2. Mose 19|2. Mose 36
Begleiterscheinungen;2;1.0;ja;1;2;2. Mose 19|Habakuk 2
Dekalog;2;1.0;ja;1;2;2. Mose 19|5. Mose 4
Schlagen;2;1.0;ja;1;2;2. Mose 21|5. Mose 13
Leihe;2;1.0;ja;1;2;2. Mose 23|4. Mose 23
Anlässe;2;1.0;ja;1;2;2. Mose 23|Jesaja 1
Wespe;2;1.0;ja;1;2;2. Mose 24|5. Mose 7
Deren;2;1.0;ja;1;2;2. Mose 24|Psalmen 133
Saphirplatten;2;0.5;;1;1;2. Mose 24
Seekuhfelle;2;1.0;ja;1;2;2. Mose 24|2. Mose 34
Mandelblüten;2;0.5;;1;1;2. Mose 25
Flechtwerk;2;1.0;ja;1;2;2. Mose 28|2. Mose 38
Schnüre;2;0.5;;1;1;2. Mose 28
Beinkleider;2;1.0;ja;1;2;2. Mose 28|3. Mose 6
Weberarbeit;2;1.0;ja;1;2;2. Mose 28|2. Mose 39
Panzerhemds;2;0.5;;1;1;2. Mose 28
Routine;2;1.0;ja;1;2;2. Mose 28|2. Samuel 4
Unmittelbar;2;1.0;ja;1;2;2. Mose 29|2. Samuel 3
Manneskraft;2;1.0;ja;1;2;2. Mose 31|Hosea 13
Philisterstadt;2;1.0;ja;1;2;2. Mose 31|Nehemia 4
Gesetzestafeln;2;1.0;ja;1;2;2. Mose 34|5. Mose 10
Sinnes;2;1.0;ja;1;2;2. Mose 36|Jona 3
Fäden;2;0.5;;1;1;2. Mose 38
Ansonsten;2;1.0;ja;1;2;1. Samuel 1|2. Mose 40
Levitikus;2;1.0;ja;1;2;2. Mose 40|5. Mose 1
Kropf;2;0.5;;1;1;3. Mose 1
Faktor;2;1.0;ja;1;2;3. Mose 1|Hesekiel 33
Schlund;2;1.0;ja;1;2;3. Mose 1|Jesaja 5
Tatsünden;2;0.5;;1;1;3. Mose 3
Unterlassungssünden;2;1.0;ja;1;2;3. Mose 3|3. Mose 4
Beweisen;2;1.0;ja;1;2;3. Mose 4|Hiob 23
Berühren;2;1.0;ja;1;2;3. Mose 4|3. Mose 9
Unreinem;2;1.0;ja;1;2;3. Mose 4|Hesekiel 45
Geraubtes;2;1.0;ja;1;2;3. Mose 6|Maleachi 1
Einweihungsopfer;2;0.5;;1;1;3. Mose 7
Priesterdienstes;2;1.0;ja;1;2;3. Mose 9|4. Mose 17
Ballen;2;1.0;ja;1;2;3. Mose 11|Hesekiel 4
Gegenstandslektionen;2;1.0;ja;1;2;3. Mose 13|3. Mose 15
Unrein;2;1.0;ja;1;2;3. Mose 14|Hesekiel 24
Reinigenden;2;1.0;ja;1;2;3. Mose 14|3. Mose 15
Weniger;2;1.0;ja;1;2;3. Mose 14|Hesekiel 27
Aussatz-Pl;2;0.5;;1;1;3. Mose 15
Mehltau;2;1.0;ja;1;2;3. Mose 15|Hesekiel 6
Mehrere;2;1.0;ja;1;2;2. Samuel 2|3. Mose 15
Ausscheidungen;2;0.5;;1;1;3. Mose 15
Siebenmal;2;0.5;;1;1;3. Mose 16
Richtlinien;2;1.0;ja;1;2;3. Mose 17|Jeremia 36
Jägern;2;1.0;ja;1;2;2. Samuel 21|3. Mose 17
Bartes;2;1.0;ja;1;2;3. Mose 19|3. Mose 20
Wahrsagergeist;2;0.5;;1;1;3. Mose 20
Ausnahmen;2;1.0;ja;1;2;3. Mose 20|Hesekiel 14
Festversammlungen;2;0.5;;1;1;3. Mose 22
Mai-Juni;2;0.5;;1;1;3. Mose 22
Posaunenklang;2;0.5;;1;1;3. Mose 23
Erntefest;2;1.0;ja;1;2;3. Mose 23|Psalmen 119
Bildwerk;2;0.5;;1;1;3. Mose 26
Fieberhitze;2;1.0;ja;1;2;3. Mose 26|5. Mose 28
Gebannte;2;1.0;ja;1;2;3. Mose 27|4. Mose 19
Abidan;2;1.0;ja;1;2;4. Mose 1|4. Mose 2
Pagiel;2;1.0;ja;1;2;4. Mose 1|4. Mose 2
Ochrans;2;1.0;ja;1;2;4. Mose 1|4. Mose 2
Gesamt;2;1.0;ja;1;2;4. Mose 1|4. Mose 25
Abstriche;2;0.5;;1;1;4. Mose 1
Ithamar;2;1.0;ja;1;2;4. Mose 2|4. Mose 3
Familienpriester;2;1.0;ja;1;2;4. Mose 2|4. Mose 7
Systems;2;1.0;ja;1;2;4. Mose 2|Sacharja 5
Körperlicher;2;1.0;ja;1;2;4. Mose 5|Hiob 6
Blutsverwandter;2;0.5;;1;1;4. Mose 5
Friedensopf;2;1.0;ja;1;2;4. Mose 6|Jeremia 34
Eldad;2;0.5;;1;1;4. Mose 11
Schammua;2;1.0;ja;1;2;2. Samuel 5|4. Mose 13
Achiman;2;1.0;ja;1;2;4. Mose 13|Josua 14
Buchstäblich;2;1.0;ja;1;2;4. Mose 14|Sprüche 16
Zipfels;2;1.0;ja;1;2;4. Mose 15|Hesekiel 24
Sündopfern;2;1.0;ja;1;2;4. Mose 17|Jesaja 35
Seraph-Schlangen;2;0.5;;1;1;4. Mose 20
Mari;2;0.5;;1;1;4. Mose 22
Baue;2;0.5;;1;1;4. Mose 23
Teiles;2;0.5;;1;1;4. Mose 23
Herrschern;2;1.0;ja;1;2;4. Mose 23|Psalmen 1
Simri;2;1.0;ja;1;2;4. Mose 25|Jeremia 26
Kosbi;2;0.5;;1;1;4. Mose 25
Nemuel;2;1.0;ja;1;2;4. Mose 25|4. Mose 26
Schutelach;2;0.5;;1;1;4. Mose 26
Naeman;2;0.5;;1;1;4. Mose 26
Helek;2;0.5;;1;1;4. Mose 26
Gerüstete;2;1.0;ja;1;2;4. Mose 31|Josua 4
Womöglich;2;1.0;ja;1;2;2. Samuel 4|4. Mose 31
Reba;2;1.0;ja;1;2;4. Mose 31|Josua 14
Nimra;2;0.5;;1;1;4. Mose 32
Beon;2;0.5;;1;1;4. Mose 32
Folgendes;2;1.0;ja;1;2;4. Mose 32|Sprüche 31
Alusch;2;0.5;;1;1;4. Mose 32
Beth-Nimra;2;1.0;ja;1;2;4. Mose 32|Josua 14
Hazeroth;2;1.0;ja;1;2;4. Mose 32|5. Mose 1
Baal-Meon;2;1.0;ja;1;2;4. Mose 32|Hesekiel 26
Rithma;2;0.5;;1;1;4. Mose 32
Rissa;2;0.5;;1;1;4. Mose 32
Kahelatha;2;0.5;;1;1;4. Mose 32
Schapher;2;0.5;;1;1;4. Mose 32
Harada;2;0.5;;1;1;4. Mose 32
Nobach;2;0.5;;1;1;4. Mose 32
Makheloth;2;0.5;;1;1;4. Mose 32
Tachath;2;0.5;;1;1;4. Mose 32
Tharach;2;0.5;;1;1;4. Mose 32
Mithka;2;0.5;;1;1;4. Mose 32
Moserot;2;0.5;;1;1;4. Mose 32
Bne-Jaakan;2;0.5;;1;1;4. Mose 33
Hor-Hagidgad;2;0.5;;1;1;4. Mose 33
Abel-Sittim;2;0.5;;1;1;4. Mose 33
Jothbatha;2;0.5;;1;1;4. Mose 33
Zalmona;2;0.5;;1;1;4. Mose 33
Dibon-Gad;2;0.5;;1;1;4. Mose 33
Stacheln;2;1.0;ja;1;2;4. Mose 33|Hesekiel 3
Kadesch-B;2;1.0;ja;1;2;4. Mose 34|Josua 14
Schepham;2;0.5;;1;1;4. Mose 34
Zufluchtsorte;2;1.0;ja;1;2;4. Mose 35|5. Mose 1
Suph;2;0.5;;1;1;5. Mose 1
KadeschBarnea;2;0.5;;1;1;5. Mose 1
Numeri;2;1.0;ja;1;2;5. Mose 1|5. Mose 31
Besitztums;2;0.5;;1;1;5. Mose 2
Friedensb;2;1.0;ja;1;2;5. Mose 2|Jesaja 54
Samsummiter;2;0.5;;1;1;5. Mose 2
Kreta;2;1.0;ja;1;2;5. Mose 2|Hesekiel 26
Maachat;2;1.0;ja;1;2;5. Mose 2|Josua 14
Östlich;2;1.0;ja;1;2;5. Mose 2|5. Mose 4
Sion;2;0.5;;1;1;5. Mose 4
Viertens;2;1.0;ja;1;2;2. Samuel 13|5. Mose 6
Erziehungswege;2;1.0;ja;1;2;5. Mose 7|Hosea 4
Gudgodah;2;0.5;;1;1;5. Mose 10
Steinbock;2;1.0;ja;1;2;1. Samuel 23|5. Mose 13
Trauerbräuche;2;1.0;ja;1;2;5. Mose 13|Hesekiel 26
Leihgaben;2;1.0;ja;1;2;5. Mose 15|Hesekiel 18
Abwege;2;1.0;ja;1;2;5. Mose 18|Jeremia 50
Entspricht;2;1.0;ja;1;2;5. Mose 18|Jeremia 30
November;2;0.5;;1;1;5. Mose 18
Dezember;2;0.5;;1;1;5. Mose 18
Februar;2;0.5;;1;1;5. Mose 18
Datteln;2;1.0;ja;1;2;5. Mose 18|Josua 6
Einrichtungen;2;1.0;ja;1;2;5. Mose 20|Hesekiel 42
Mühlstein;2;1.0;ja;1;2;5. Mose 24|Hiob 42
Trauerzeit;2;1.0;ja;1;2;2. Samuel 12|5. Mose 26
Ausblick;2;1.0;ja;1;2;5. Mose 26|Jesaja 58
Schwiegermutter;2;0.5;;1;1;5. Mose 28
Künstlerhand;2;1.0;ja;1;2;5. Mose 28|Hohelied 8
Backtrog;2;0.5;;1;1;5. Mose 28
Getreidebrand;2;1.0;ja;1;2;5. Mose 28|Haggai 2
Vergilben;2;1.0;ja;1;2;5. Mose 28|Haggai 2
Wahnsinn;2;1.0;ja;1;2;5. Mose 28|Sacharja 13
Deutlich;2;1.0;ja;1;2;1. Samuel 4|5. Mose 28
Wasserschöpfer;2;1.0;ja;1;2;5. Mose 29|Josua 9
Kaiser;2;1.0;ja;1;2;5. Mose 29|Hesekiel 20
Auslegern;2;1.0;ja;1;2;5. Mose 29|5. Mose 33
Maßstabs;2;1.0;ja;1;2;5. Mose 29|Sacharja 13
Bezüglich;2;1.0;ja;1;2;5. Mose 29|Hesekiel 46
Strategien;2;1.0;ja;1;2;5. Mose 32|Jesaja 27
Zerstörungskraft;2;1.0;ja;1;2;5. Mose 32|Psalmen 104
Militärische;2;1.0;ja;1;2;1. Samuel 31|5. Mose 32
Zehntausenden;2;0.5;;1;1;5. Mose 33
Ungeachtet;2;1.0;ja;1;2;5. Mose 33|Psalmen 62
Sicherlich;2;1.0;ja;1;2;5. Mose 33|Jeremia 10
Erfolge;2;1.0;ja;1;2;2. Samuel 19|5. Mose 33
Siedlungsgebiet;2;1.0;ja;1;2;5. Mose 33|Josua 20
Sehvermögen;2;1.0;ja;1;2;5. Mose 33|Sprüche 7
Jagt;2;1.0;ja;1;2;Josua 2|Psalmen 69
Herrschaftsbereich;2;1.0;ja;1;2;Jeremia 49|Josua 2
Halme;2;1.0;ja;1;2;Jesaja 16|Josua 2
Erhalter;2;1.0;ja;1;2;Josua 2|Psalmen 36
Überlebende;2;1.0;ja;1;2;Jesaja 1|Josua 4
Anbruch;2;1.5;ja;1;3;Hosea 10|Jesaja 11|Josua 6
Aushungern;2;1.0;ja;1;2;Jeremia 2|Josua 6
Batseba;2;0.5;;1;1;Josua 8
Speisevorrat;2;0.5;;1;1;Josua 9
Adoni-Zedek;2;0.5;;1;1;Josua 9
Japhia;2;1.0;ja;1;2;Josua 19|Josua 9
Schöpfermacht;2;1.0;ja;1;2;Jesaja 41|Josua 9
Hajaschar;2;0.5;;1;1;Josua 10
Beth-Jesimot;2;1.0;ja;1;2;Hesekiel 26|Josua 12
Nebenarm;2;1.0;ja;1;2;Hesekiel 1|Josua 12
Nephtoach;2;1.0;ja;1;2;Josua 14|Josua 19
Kirjat-Sepher;2;0.5;;1;1;Josua 14
Dimona;2;0.5;;1;1;Josua 16
Bealot;2;0.5;;1;1;Josua 16
Ezem;2;1.0;ja;1;2;Josua 16|Josua 19
Estaol;2;1.0;ja;1;2;Josua 16|Josua 19
En-Gannim;2;1.0;ja;1;2;Josua 16|Josua 19
Atarot-Addar;2;1.0;ja;1;2;Josua 16|Josua 19
Naama;2;1.0;ja;1;2;Hiob 2|Josua 16
Janoach;2;0.5;;1;1;Josua 16
Atarot;2;0.5;;1;1;Josua 16
Achsib;2;1.0;ja;1;2;Josua 16|Josua 19
Estemo;2;0.5;;1;1;Josua 16
Gedor;2;0.5;;1;1;Josua 16
Apheka;2;0.5;;1;1;Josua 16
Juta;2;0.5;;1;1;Josua 16
Kirjat-Baal;2;1.0;ja;1;2;Josua 16|Josua 19
Jebus;2;0.5;;1;1;Josua 16
Jibleam;2;0.5;;1;1;Josua 17
Asriels;2;1.0;ja;1;2;Jeremia 36|Josua 17
Beth-Schean;2;1.0;ja;1;2;1. Samuel 29|Josua 17
Kephira;2;0.5;;1;1;Josua 19
Jebusi;2;0.5;;1;1;Josua 19
Bala;2;0.5;;1;1;Josua 19
Simeund;2;0.5;;1;1;Josua 19
Sarid;2;0.5;;1;1;Josua 19
Kabul;2;0.5;;1;1;Josua 19
Baalat;2;0.5;;1;1;Josua 19
Leschem;2;0.5;;1;1;Josua 19
Jutta;2;0.5;;1;1;Josua 21
Daberat;2;0.5;;1;1;Josua 21
Abdon;2;0.5;;1;1;Josua 21
Ramataim-Zophim;2;1.0;ja;1;2;1. Samuel 1|1. Samuel 20
Jerohams;2;1.0;ja;1;2;1. Samuel 1|Nehemia 11
Simson;2;0.5;;1;1;1. Samuel 1
Vermessenes;2;0.5;;1;1;1. Samuel 2
Geschlechtsverkehr;2;1.0;ja;1;2;1. Samuel 2|2. Samuel 11
Beth;2;2.0;ja;1;4;1. Samuel 31|1. Samuel 4|Josua 19|Psalmen 119
Ratten;2;0.5;;1;1;1. Samuel 6
Beth-Kar;2;0.5;;1;1;1. Samuel 7
Souverän;2;1.0;ja;1;2;1. Samuel 7|Psalmen 28
Fehlern;2;1.0;ja;1;2;1. Samuel 31|1. Samuel 7
Reichtümern;2;1.0;ja;1;2;1. Samuel 7|Sprüche 13
Abiels;2;1.0;ja;1;2;1. Samuel 14|1. Samuel 9
Betont;2;1.0;ja;1;2;1. Samuel 9|Hiob 36
Vorbehalte;2;1.0;ja;1;2;1. Samuel 12|2. Samuel 14
GeRöm;2;1.0;ja;1;2;1. Samuel 12|Jesaja 44
Metall;2;1.0;ja;1;2;1. Samuel 14|Hesekiel 22
Zählt;2;1.0;ja;1;2;1. Samuel 14|Jesaja 28
Malkischua;2;1.0;ja;1;2;1. Samuel 14|1. Samuel 31
Hewila;2;0.5;;1;1;1. Samuel 14
Philistäa;2;1.0;ja;1;2;1. Samuel 14|Jesaja 14
Wuchses;2;1.0;ja;1;2;1. Samuel 15|Sacharja 1
Wahnvorstellungen;2;1.0;ja;1;2;1. Samuel 16|Hiob 6
Erwähnungen;2;1.0;ja;1;2;1. Samuel 18|Jeremia 30
Heiratsgabe;2;0.5;;1;1;1. Samuel 18
Sechu;2;0.5;;1;1;1. Samuel 20
Hausgötter;2;1.0;ja;1;2;1. Samuel 20|Sacharja 9
Unterkünfte;2;1.0;ja;1;2;1. Samuel 20|Jeremia 8
Neumondfeiern;2;1.0;ja;1;2;1. Samuel 20|Hosea 2
Urlaub;2;1.0;ja;1;2;1. Samuel 20|Nehemia 12
Gewändern;2;1.0;ja;1;2;1. Samuel 21|Hesekiel 27
Haret;2;0.5;;1;1;1. Samuel 21
Kalkstein;2;1.0;ja;1;2;1. Samuel 23|Jesaja 33
Hält;2;1.0;ja;1;2;1. Samuel 26|Psalmen 51
Girsitern;2;0.5;;1;1;1. Samuel 28
Jerachmeeliter;2;0.5;;1;1;1. Samuel 28
Wohlmöglich;2;1.0;ja;1;2;1. Samuel 29|Habakuk 2
Landsleute;2;1.0;ja;1;2;1. Samuel 29|Jeremia 28
Höchst;2;1.0;ja;1;2;1. Samuel 29|2. Samuel 1
Fremdes;2;1.0;ja;1;2;1. Samuel 31|Hosea 7
Malchischua;2;0.5;;1;1;1. Samuel 31
Schan;2;1.0;ja;1;2;1. Samuel 31|2. Samuel 21
Befehlshabers;2;1.0;ja;1;2;2. Samuel 2|Habakuk 1
Kileab;2;0.5;;1;1;2. Samuel 3
Einflusses;2;1.0;ja;1;2;2. Samuel 3|Hesekiel 4
Sira;2;0.5;;1;1;2. Samuel 3
Rehabeam;2;0.5;;1;1;2. Samuel 4
Terrassen;2;1.0;ja;1;2;2. Samuel 4|Hesekiel 42
Baale-Juda;2;0.5;;1;1;2. Samuel 5
Zimbeln;2;1.0;ja;1;2;2. Samuel 5|Nehemia 12
Luftzug;2;1.0;ja;1;2;2. Samuel 5|Hiob 42
Rechobs;2;0.5;;1;1;2. Samuel 8
Insignien;2;1.0;ja;1;2;2. Samuel 8|Jeremia 23
Armeeführer;2;1.0;ja;1;2;2. Samuel 20|2. Samuel 8
Sobach;2;0.5;;1;1;2. Samuel 10
Beth-Rechob;2;0.5;;1;1;2. Samuel 10
Gewohnheiten;2;1.0;ja;1;2;2. Samuel 11|Sprüche 21
Eliam;2;1.0;ja;1;2;2. Samuel 11|2. Samuel 24
Verstärke;2;0.5;;1;1;2. Samuel 12
Affäre;2;1.0;ja;1;2;2. Samuel 12|Psalmen 50
Bußworte;2;1.0;ja;1;2;2. Samuel 12|Hosea 7
Baal-Hazor;2;0.5;;1;1;2. Samuel 13
Allmählich;2;1.0;ja;1;2;2. Samuel 14|Hesekiel 29
Schobi;2;0.5;;1;1;2. Samuel 18
Rogelim;2;1.0;ja;1;2;2. Samuel 18|2. Samuel 19
Töpfergefäße;2;0.5;;1;1;2. Samuel 18
Bohnen;2;1.0;ja;1;2;2. Samuel 18|Hesekiel 4
Verfahrensweise;2;1.0;ja;1;2;2. Samuel 18|Hiob 23
Traditionell;2;1.0;ja;1;2;2. Samuel 18|Psalmen 112
Sängerinnen;2;1.0;ja;1;2;2. Samuel 19|Nehemia 7
Beth-Maacha;2;0.5;;1;1;2. Samuel 20
Seja;2;0.5;;1;1;2. Samuel 20
Kommandanten;2;0.5;;1;1;2. Samuel 20
Zuchtmaßnahme;2;1.0;ja;1;2;2. Samuel 21|Hiob 33
Danklied;2;1.0;ja;1;2;2. Samuel 21|Jesaja 51
Raphas;2;0.5;;1;1;2. Samuel 21
Beständiger;2;1.0;ja;1;2;2. Samuel 21|Jeremia 17
Dodos;2;0.5;;1;1;2. Samuel 24
Tekoiters;2;0.5;;1;1;2. Samuel 24
Asmaweth;2;0.5;;1;1;2. Samuel 24
Festgedränge;2;0.5;;1;1;Jesaja 1
Erhabene;2;1.0;ja;1;2;Jesaja 2|Jesaja 58
Felshöhlen;2;1.0;ja;1;2;Jesaja 2|Jesaja 3
Mutwilligen;2;0.5;;1;1;Jesaja 3
Rechtsbruch;2;0.5;;1;1;Jesaja 3
Weherufe;2;1.0;ja;1;2;Hesekiel 3|Jesaja 3
Schear-Jaschub;2;0.5;;1;1;Jesaja 7
Tiglat-Pileser;2;1.0;ja;1;2;Hosea 10|Jesaja 7
Siedlern;2;1.0;ja;1;2;Jeremia 24|Jesaja 7
Nenne;2;0.5;;1;1;Jesaja 8
Binse;2;1.0;ja;1;2;Jesaja 10|Jesaja 19
Geführten;2;0.5;;1;1;Jesaja 10
Bösewichte;2;0.5;;1;1;Jesaja 10
Palmzweig;2;1.0;ja;1;2;Jesaja 10|Jesaja 19
Ewig-Vater;2;0.5;;1;1;Jesaja 10
Wunderbarer;2;0.5;;1;1;Jesaja 10
Thronerbe;2;1.0;ja;1;2;Jesaja 10|Psalmen 88
Andernfalls;2;1.0;ja;1;2;Jesaja 11|Psalmen 128
Krämpfe;2;1.0;ja;1;2;Jeremia 23|Jesaja 13
Eulen;2;1.0;ja;1;2;Jesaja 13|Psalmen 102
Gewalttaten;2;1.0;ja;1;2;Habakuk 1|Jesaja 13
Versammlungsberg;2;0.5;;1;1;Jesaja 14
Proselyten;2;1.0;ja;1;2;Jesaja 14|Psalmen 116
Repräsentationen;2;1.0;ja;1;2;Jesaja 14|Jesaja 41
Kir-Moab;2;0.5;;1;1;Jesaja 14
Weinranken;2;1.0;ja;1;2;Jeremia 5|Jesaja 16
Leinenweber;2;0.5;;1;1;Jesaja 19
Tributzahlungen;2;1.0;ja;1;2;Jesaja 19|Psalmen 68
Innerer;2;1.0;ja;1;2;Hesekiel 40|Jesaja 19
Bedrücker;2;1.0;ja;1;2;Jesaja 19|Jesaja 49
Ir-Heres;2;0.5;;1;1;Jesaja 19
Golfes;2;1.0;ja;1;2;Jesaja 21|Nehemia 1
Schaut;2;1.0;ja;1;2;Jesaja 21|Jesaja 30
Dächer;2;0.5;;1;1;Jesaja 21
Aufgebot;2;1.0;ja;1;2;Hesekiel 38|Jesaja 21
Gerichtswort;2;1.0;ja;1;2;Jesaja 23|Jesaja 27
Einfahrt;2;0.5;;1;1;Jesaja 23
Hafen;2;0.5;;1;1;Jesaja 23
Lobgesänge;2;1.0;ja;1;2;Jesaja 24|Nehemia 12
Hängematte;2;0.5;;1;1;Jesaja 24
Tausendjähriger;2;1.0;ja;1;2;Haggai 2|Jesaja 24
Vertraut;2;0.5;;1;1;Jesaja 25
Unterton;2;1.0;ja;1;2;Jesaja 25|Jesaja 33
Überwältigten;2;0.5;;1;1;Jesaja 27
Fronherren;2;1.0;ja;1;2;Jesaja 28|Jesaja 41
Gottesaltar;2;0.5;;1;1;Jesaja 28
Felde;2;1.0;ja;1;2;Jesaja 28|Jesaja 66
